person,event,roleWithinEvent
per.000744,oscys.caseid.0099,attorney
per.000003,oscys.caseid.0099,""
per.000739,oscys.caseid.0099,""
per.003168,oscys.caseid.0426,plaintiff
per.003169,oscys.caseid.0426,defendant
per.003170,oscys.caseid.0426,defendant
per.003171,oscys.caseid.0426,attorney
per.003172,oscys.caseid.0426,""
per.003173,oscys.caseid.0426,""
per.002274,oscys.caseid.0426,""
per.000006,oscys.caseid.0426,""
per.000004,oscys.caseid.0426,""
per.000122,oscys.caseid.0426,""
per.001335,oscys.caseid.0426,""
per.003174,oscys.caseid.0426,""
per.003175,oscys.caseid.0426,""
per.002625,oscys.caseid.0426,""
per.002883,oscys.caseid.0426,attorney
per.002897,oscys.caseid.0426,""
per.000461,oscys.caseid.0426,""
per.002661,oscys.caseid.0339,plaintiff
per.002662,oscys.caseid.0339,defendant
per.002663,oscys.caseid.0339,attorney
per.000001,oscys.caseid.0339,attorney
per.002664,oscys.caseid.0339,attorney
per.001953,oscys.caseid.0339,attorney
per.001952,oscys.caseid.0339,""
per.002651,oscys.caseid.0339,""
per.002652,oscys.caseid.0339,""
per.002653,oscys.caseid.0339,""
per.002654,oscys.caseid.0339,""
per.002655,oscys.caseid.0339,""
per.002656,oscys.caseid.0339,""
per.002657,oscys.caseid.0339,""
per.002658,oscys.caseid.0339,""
per.001965,oscys.caseid.0339,""
per.000068,oscys.caseid.0339,""
per.002659,oscys.caseid.0339,""
per.002660,oscys.caseid.0339,""
per.000998,oscys.caseid.0128,plaintiff
per.000999,oscys.caseid.0128,defendant
per.000737,oscys.caseid.0128,attorney
per.000738,oscys.caseid.0128,attorney
per.000995,oscys.caseid.0128,""
per.000996,oscys.caseid.0128,""
per.000997,oscys.caseid.0128,""
per.000003,oscys.caseid.0128,""
per.000004,oscys.caseid.0128,""
per.000739,oscys.caseid.0128,""
per.002177,oscys.caseid.0275,plaintiff
per.002178,oscys.caseid.0275,defendant
per.000011,oscys.caseid.0275,attorney
per.000006,oscys.caseid.0275,""
per.000003,oscys.caseid.0275,""
per.000004,oscys.caseid.0275,""
per.002179,oscys.caseid.0275,""
per.000161,oscys.caseid.0018,plaintiff
per.000162,oscys.caseid.0018,plaintiff
per.000163,oscys.caseid.0018,plaintiff
per.000164,oscys.caseid.0018,plaintiff
per.000165,oscys.caseid.0018,plaintiff
per.000166,oscys.caseid.0018,defendant
per.000159,oscys.caseid.0018,""
per.000160,oscys.caseid.0018,""
per.000063,oscys.caseid.0018,""
per.000064,oscys.caseid.0018,""
per.000167,oscys.caseid.0018,""
per.000028,oscys.caseid.0018,""
per.000168,oscys.caseid.0018,""
per.000011,oscys.caseid.0018,attorney
per.000003,oscys.caseid.0018,""
per.000006,oscys.caseid.0018,""
per.000004,oscys.caseid.0018,""
per.001181,oscys.caseid.0018,""
per.000169,oscys.caseid.0018,""
per.000170,oscys.caseid.0018,""
per.000171,oscys.caseid.0018,""
per.000172,oscys.caseid.0018,""
per.000173,oscys.caseid.0018,""
per.000174,oscys.caseid.0018,""
per.000175,oscys.caseid.0018,""
per.000176,oscys.caseid.0018,""
per.000177,oscys.caseid.0018,""
per.000029,oscys.caseid.0018,""
per.000178,oscys.caseid.0018,""
per.004817,oscys.caseid.0018,""
per.000156,oscys.caseid.0018,""
per.000179,oscys.caseid.0018,""
per.000180,oscys.caseid.0018,""
per.000182,oscys.caseid.0018,""
per.000181,oscys.caseid.0018,""
per.001516,oscys.caseid.0018,""
per.002694,oscys.caseid.0018,""
per.000186,oscys.caseid.0018,""
per.000087,oscys.caseid.0018,""
per.002699,oscys.caseid.0018,""
per.000092,oscys.caseid.0018,""
per.001163,oscys.caseid.0018,""
per.001457,oscys.caseid.0018,""
per.002695,oscys.caseid.0018,""
per.002696,oscys.caseid.0018,""
per.001552,oscys.caseid.0018,""
per.001575,oscys.caseid.0018,""
per.002697,oscys.caseid.0018,""
per.001460,oscys.caseid.0018,""
per.002700,oscys.caseid.0018,""
per.000105,oscys.caseid.0018,""
per.000106,oscys.caseid.0018,""
per.002698,oscys.caseid.0018,""
per.000111,oscys.caseid.0018,""
per.002741,oscys.caseid.0018,""
per.000287,oscys.caseid.0018,""
per.003702,oscys.caseid.0018,""
per.001455,oscys.caseid.0018,""
per.000089,oscys.caseid.0018,""
per.003705,oscys.caseid.0018,""
per.004258,oscys.caseid.0018,""
per.004259,oscys.caseid.0018,""
per.003711,oscys.caseid.0018,""
per.000103,oscys.caseid.0018,""
per.004255,oscys.caseid.0018,""
per.004262,oscys.caseid.0018,""
per.001835,oscys.caseid.0243,plaintiff
per.001836,oscys.caseid.0243,defendant
per.000757,oscys.caseid.0243,attorney
per.000004,oscys.caseid.0243,""
per.000740,oscys.caseid.0243,""
per.000748,oscys.caseid.0243,""
per.001850,oscys.caseid.0248,plaintiff
per.001254,oscys.caseid.0248,defendant
per.000851,oscys.caseid.0248,attorney
per.000004,oscys.caseid.0248,""
per.000003,oscys.caseid.0248,""
per.000739,oscys.caseid.0248,""
per.001849,oscys.caseid.0248,""
per.001853,oscys.caseid.0248,attorney
per.001851,oscys.caseid.0248,""
per.001852,oscys.caseid.0248,""
per.000740,oscys.caseid.0248,""
per.000753,oscys.caseid.0248,""
per.001854,oscys.caseid.0248,attorney
per.001255,oscys.caseid.0248,""
per.001855,oscys.caseid.0248,""
per.001856,oscys.caseid.0248,""
per.001857,oscys.caseid.0248,""
per.001858,oscys.caseid.0248,""
per.001859,oscys.caseid.0248,""
per.001860,oscys.caseid.0248,""
per.001861,oscys.caseid.0248,""
per.000699,oscys.caseid.0248,""
per.001863,oscys.caseid.0248,attorney
per.001253,oscys.caseid.0248,""
per.001862,oscys.caseid.0248,""
per.001432,oscys.caseid.0248,""
per.004099,oscys.caseid.0248,""
per.004100,oscys.caseid.0248,""
per.004101,oscys.caseid.0248,""
per.003843,oscys.caseid.0248,""
per.004102,oscys.caseid.0248,""
per.000780,oscys.caseid.0248,""
per.000779,oscys.caseid.0248,""
per.004103,oscys.caseid.0248,""
per.000974,oscys.caseid.0248,""
per.001908,oscys.caseid.0248,""
per.004104,oscys.caseid.0248,""
per.000783,oscys.caseid.0248,""
per.004105,oscys.caseid.0248,""
per.004106,oscys.caseid.0248,""
per.004107,oscys.caseid.0248,""
per.004108,oscys.caseid.0248,""
per.004118,oscys.caseid.0248,""
per.000786,oscys.caseid.0248,""
per.004109,oscys.caseid.0248,""
per.004110,oscys.caseid.0248,""
per.000788,oscys.caseid.0248,""
per.004111,oscys.caseid.0248,""
per.004112,oscys.caseid.0248,""
per.004113,oscys.caseid.0248,""
per.004114,oscys.caseid.0248,""
per.004115,oscys.caseid.0248,""
per.002490,oscys.caseid.0248,""
per.003974,oscys.caseid.0248,""
per.004116,oscys.caseid.0248,""
per.000792,oscys.caseid.0248,""
per.000793,oscys.caseid.0248,""
per.000794,oscys.caseid.0248,""
per.004117,oscys.caseid.0248,""
per.001377,oscys.caseid.0186,plaintiff
per.001378,oscys.caseid.0186,defendant
per.000545,oscys.caseid.0186,attorney
per.000003,oscys.caseid.0186,""
per.000004,oscys.caseid.0186,""
per.000001,oscys.caseid.0186,attorney
per.001379,oscys.caseid.0186,""
per.001380,oscys.caseid.0186,""
per.001381,oscys.caseid.0186,""
per.001382,oscys.caseid.0186,""
per.001383,oscys.caseid.0186,""
per.001384,oscys.caseid.0186,""
per.000502,oscys.caseid.0186,""
per.006451,oscys.caseid.0616,plaintiff
per.006452,oscys.caseid.0616,defendant
per.001393,oscys.caseid.0616,attorney
per.006455,oscys.caseid.0616,""
per.006440,oscys.caseid.0616,""
per.006442,oscys.caseid.0616,""
per.006312,oscys.caseid.0616,""
per.006383,oscys.caseid.0616,""
per.006444,oscys.caseid.0616,""
per.006446,oscys.caseid.0616,""
per.006437,oscys.caseid.0616,""
per.006398,oscys.caseid.0616,""
per.006406,oscys.caseid.0616,""
per.006459,oscys.caseid.0616,""
per.006450,oscys.caseid.0616,""
per.006439,oscys.caseid.0616,""
per.006449,oscys.caseid.0616,""
per.006380,oscys.caseid.0616,""
per.006454,oscys.caseid.0616,""
per.006422,oscys.caseid.0616,""
per.006453,oscys.caseid.0616,""
per.006382,oscys.caseid.0616,""
per.006420,oscys.caseid.0616,""
per.006399,oscys.caseid.0616,""
per.006457,oscys.caseid.0616,""
per.006381,oscys.caseid.0616,""
per.006456,oscys.caseid.0616,""
per.006447,oscys.caseid.0616,""
per.002096,oscys.caseid.0616,""
per.001493,oscys.caseid.0616,""
per.006416,oscys.caseid.0616,""
per.002097,oscys.caseid.0616,""
per.006421,oscys.caseid.0616,""
per.001477,oscys.caseid.0616,""
per.006441,oscys.caseid.0616,""
per.006443,oscys.caseid.0616,""
per.006403,oscys.caseid.0616,""
per.006438,oscys.caseid.0616,""
per.006458,oscys.caseid.0616,""
per.006445,oscys.caseid.0616,""
per.006448,oscys.caseid.0616,""
per.002222,oscys.caseid.0291,plaintiff
per.002223,oscys.caseid.0291,defendant
per.002224,oscys.caseid.0291,defendant
per.000044,oscys.caseid.0291,""
per.002220,oscys.caseid.0291,""
per.002221,oscys.caseid.0291,""
per.002225,oscys.caseid.0291,""
per.000278,oscys.caseid.0291,""
per.002219,oscys.caseid.0291,attorney
per.002228,oscys.caseid.0291,""
per.002229,oscys.caseid.0291,""
per.002226,oscys.caseid.0291,""
per.002230,oscys.caseid.0291,""
per.002231,oscys.caseid.0291,""
per.000006,oscys.caseid.0291,""
per.000003,oscys.caseid.0291,""
per.000004,oscys.caseid.0291,""
per.000728,oscys.caseid.0094,plaintiff
per.000729,oscys.caseid.0094,defendant
per.000476,oscys.caseid.0094,attorney
per.000001,oscys.caseid.0094,attorney
per.000003,oscys.caseid.0094,""
per.002951,oscys.caseid.0399,plaintiff
per.002867,oscys.caseid.0399,defendant
per.002952,oscys.caseid.0399,attorney
per.002950,oscys.caseid.0399,""
per.002953,oscys.caseid.0399,""
per.001523,oscys.caseid.0399,""
per.001531,oscys.caseid.0399,""
per.000006,oscys.caseid.0399,""
per.002816,oscys.caseid.0399,""
per.002897,oscys.caseid.0399,""
per.000004,oscys.caseid.0399,""
per.000590,oscys.caseid.0070,plaintiff
per.000591,oscys.caseid.0070,defendant
per.000001,oscys.caseid.0070,attorney
per.000003,oscys.caseid.0070,""
per.000592,oscys.caseid.0070,defendant
per.000593,oscys.caseid.0070,defendant
per.000461,oscys.caseid.0070,""
per.000594,oscys.caseid.0070,""
per.000476,oscys.caseid.0070,attorney
per.000595,oscys.caseid.0070,""
per.000596,oscys.caseid.0070,""
per.000597,oscys.caseid.0070,""
per.000108,oscys.caseid.0070,""
per.002339,oscys.caseid.0307,plaintiff
per.002340,oscys.caseid.0307,defendant
per.000829,oscys.caseid.0307,attorney
per.000004,oscys.caseid.0307,""
per.001216,oscys.caseid.0307,""
per.000740,oscys.caseid.0307,""
per.002341,oscys.caseid.0307,attorney
per.000476,oscys.caseid.0307,""
per.001217,oscys.caseid.0307,""
per.002342,oscys.caseid.0307,""
per.003128,oscys.caseid.0418,plaintiff
per.003129,oscys.caseid.0418,defendant
per.002883,oscys.caseid.0418,attorney
per.003126,oscys.caseid.0418,""
per.003127,oscys.caseid.0418,""
per.003130,oscys.caseid.0418,""
per.003131,oscys.caseid.0418,""
per.003132,oscys.caseid.0418,""
per.003098,oscys.caseid.0418,""
per.003133,oscys.caseid.0418,""
per.003134,oscys.caseid.0418,""
per.001193,oscys.caseid.0418,""
per.000004,oscys.caseid.0418,""
per.000122,oscys.caseid.0418,""
per.000461,oscys.caseid.0418,""
per.002625,oscys.caseid.0418,""
per.001601,oscys.caseid.0251,plaintiff
per.001602,oscys.caseid.0251,plaintiff
per.001603,oscys.caseid.0251,plaintiff
